id,first_name,last_name,email,gender,experience_years,age,state,current_position,interest,university_quality,gpa,years_work_experience,years_education_experience,prior_degree_level,prior_degree_field,sat_percentile,gpa_percentile,individual_income_level,parental_education_level,disposable_income_for_university,international_candidate,number_of_dependents
329,Dorris,Kingsworth,dkingsworth94@angelfire.com,Female,10,37,Washington,Education Consultant,Assessment & Data-Informed Instruction,International Institution,3.72,10,9,Master's Degree,Education,66,85,109714,Some college,32705,0,1
330,Gennie,Benediktsson,gbenediktsson95@zimbio.com,Female,2,26,Minnesota,Teaching Assistant / Paraprofessional,Literacy & Language Learning,International Institution,3.68,2,0,Bachelor's Degree,Education,62,93,32817,High school or below,6376,1,1
331,Bjorn,Marklew,bmarklew96@economist.com,Female,6,38,Florida,K-12 Classroom Teacher,AI in Education,R2 Research University,3.28,6,6,Bachelor's Degree,Education,64,54,51431,Bachelor's degree,6540,0,1
332,Thor,Rain,train97@cbsnews.com,Female,2,30,California,College Student (Non-Education Major),Assessment & Data-Informed Instruction,Regional Public University,2.93,2,0,Bachelor's Degree,Education,55,24,12896,Some college,1959,0,0
333,Anica,Vasin,avasin98@is.gd,Female,22,58,California,Preservice Teacher / Education Student,Edtech & Digital Learning,International Institution,3.09,22,1,Master's Degree,Education,49,48,17447,Bachelor's degree,2163,1,2
334,Cathryn,Jennaway,cjennaway99@reverbnation.com,Male,20,43,Louisiana,K-12 Classroom Teacher,Arts & Music Education,Regional Public University,3.14,20,4,Bachelor's Degree,Education,55,63,50996,Bachelor's degree,6964,1,1
335,Garrett,Thickens,gthickens9a@intel.com,Male,7,28,Georgia,K-12 Classroom Teacher,Edtech & Digital Learning,R2 Research University,3.63,7,3,Bachelor's Degree,STEM,58,86,70814,Master's degree,19864,0,0
336,Othilia,Tyres,otyres9b@sfgate.com,Nonbinary,1,22,Washington,School or District Leader,Edtech & Digital Learning,International Institution,3.44,1,1,Bachelor's Degree,Other,39,75,125848,Master's degree,14845,0,0
337,Ira,Bradock,ibradock9c@patch.com,Female,3,26,Oregon,Higher Education Instructor,AI in Education,Regional Public University,3.24,3,3,Bachelor's Degree,Social Sciences,29,70,77394,Some college,26036,0,1
338,Joscelin,Merrigans,jmerrigans9d@ebay.co.uk,Female,6,28,Illinois,K-12 Classroom Teacher,STEM Education,International Institution,3.05,6,2,Bachelor's Degree,Education,57,55,43337,Some college,11429,0,1
339,Kahlil,Leyland,kleyland9e@nba.com,Female,19,46,New York,K-12 Classroom Teacher,STEM Education,International Institution,3.47,19,7,Bachelor's Degree,Education,26,50,76396,Some college,26241,1,1
340,Maison,Arro,marro9f@elegantthemes.com,Male,7,30,Virginia,Preservice Teacher / Education Student,Assessment & Data-Informed Instruction,Community College / 2-Year College,3.37,7,0,Bachelor's Degree,Arts & Humanities,40,74,33067,Some college,6154,0,1
341,Justen,Poulsum,jpoulsum9g@icio.us,Male,0,22,Texas,K-12 Classroom Teacher,Literacy & Language Learning,International Institution,3.3,0,0,Bachelor's Degree,Business,72,59,43272,High school or below,13740,0,0
342,Dolores,Dumblton,ddumblton9h@harvard.edu,Female,5,30,Texas,Preservice Teacher / Education Student,Edtech & Digital Learning,Regional Public University,3.71,5,1,Bachelor's Degree,Social Sciences,71,83,29075,Master's degree,4303,0,1
343,Keir,Melladew,kmelladew9i@elpais.com,Male,11,35,California,Education Consultant,Arts & Music Education,Regional Public University,3.34,11,11,Bachelor's Degree,STEM,76,64,170261,Doctoral degree,21920,1,2
344,Ansel,Goricke,agoricke9j@tiny.cc,Male,1,22,Texas,Instructional Coach,Social-Emotional Learning (SEL),Private University (Nonselective),4.0,1,1,Bachelor's Degree,Social Sciences,75,89,81944,Bachelor's degree,10961,0,0
345,Ronalda,Breslauer,rbreslauer9k@cbsnews.com,Male,0,22,New York,Instructional Coach,Social-Emotional Learning (SEL),Private University (Nonselective),2.81,0,0,Bachelor's Degree,Education,65,26,71980,Bachelor's degree,14144,1,0
346,Ariadne,Bonfield,abonfield9l@soundcloud.com,Female,23,52,North Carolina,K-12 Classroom Teacher,AI in Education,R2 Research University,3.47,23,9,Bachelor's Degree,Education,58,57,52552,High school or below,18127,0,3
347,Leigh,Sheppard,lsheppard9m@ftc.gov,Male,1,24,New York,Preservice Teacher / Education Student,Edtech & Digital Learning,Regional Public University,3.54,1,1,Bachelor's Degree,Social Sciences,64,81,17304,Some college,4695,0,0
348,Alis,Thomasen,athomasen9n@sogou.com,Male,4,27,Georgia,K-12 Classroom Teacher,Literacy & Language Learning,R2 Research University,3.4,4,2,Bachelor's Degree,Social Sciences,91,68,50337,Bachelor's degree,8740,0,0
349,Roddie,Batha,rbatha9o@imgur.com,Male,1,27,New York,Preservice Teacher / Education Student,Edtech & Digital Learning,R1 Research University,3.75,1,1,Master's Degree,Education,78,89,18672,Bachelor's degree,5853,0,0
350,Angie,Ecclestone,aecclestone9p@bbc.co.uk,Female,12,47,California,Preservice Teacher / Education Student,Inclusive & Special Education,Regional Public University,3.27,12,1,Bachelor's Degree,Arts & Humanities,52,55,27928,Doctoral degree,7368,0,2
351,Blake,Inchbald,binchbald9q@buzzfeed.com,Female,0,23,South Carolina,Teaching Assistant / Paraprofessional,Social-Emotional Learning (SEL),Regional Public University,3.1,0,0,Master's Degree,Arts & Humanities,59,47,31718,Bachelor's degree,5843,0,0
352,Collie,Bartholomew,cbartholomew9r@bandcamp.com,Female,0,25,Massachusetts,Instructional Coach,Edtech & Digital Learning,R2 Research University,3.05,0,0,Bachelor's Degree,Social Sciences,41,62,64261,Some college,9178,0,0
353,Victor,Drinkel,vdrinkel9s@cargocollective.com,Male,22,46,Georgia,K-12 Classroom Teacher,STEM Education,R2 Research University,2.88,22,1,Doctoral Degree,Education,58,54,64125,Master's degree,12941,0,2
354,Taylor,Chesney,tchesney9t@histats.com,Female,1,23,California,Preservice Teacher / Education Student,Edtech & Digital Learning,International Institution,3.0,1,0,Bachelor's Degree,STEM,39,47,19678,Bachelor's degree,4037,0,0
355,Dimitri,Schild,dschild9u@ehow.com,Female,7,36,Texas,K-12 Classroom Teacher,Literacy & Language Learning,Private University (Nonselective),3.06,7,5,Bachelor's Degree,Social Sciences,71,44,73420,Doctoral degree,11875,1,2
356,Marcelline,Spohr,mspohr9v@intel.com,Female,1,23,Pennsylvania,College Student (Non-Education Major),Arts & Music Education,Private University (Nonselective),3.42,1,0,Bachelor's Degree,Other,67,69,34154,Some college,9125,0,0
357,Jorge,Marshfield,jmarshfield9w@devhub.com,Male,12,38,Ohio,Higher Education Instructor,AI in Education,Private University (Nonselective),3.34,12,9,Associate Degree,Social Sciences,85,68,69304,Bachelor's degree,10112,0,1
358,Lorene,Gellert,lgellert9x@tamu.edu,Female,9,35,Tennessee,K-12 Classroom Teacher,Leadership & School Improvement,Private University (Nonselective),3.24,9,9,Bachelor's Degree,Education,63,61,41734,Bachelor's degree,13070,0,1
359,Kendre,Doree,kdoree9y@comcast.net,Female,14,38,Florida,Instructional Coach,Literacy & Language Learning,R1 Research University,3.36,14,14,Bachelor's Degree,Health / Nursing,81,70,62057,High school or below,21152,0,2
360,Mireille,Lauderdale,mlauderdale9z@feedburner.com,Female,5,28,Texas,Instructional Coach,Assessment & Data-Informed Instruction,R2 Research University,3.15,5,5,Bachelor's Degree,Education,66,49,55359,High school or below,12793,0,0
361,Vanya,Maharry,vmaharrya0@quantcast.com,Female,24,54,New York,K-12 Classroom Teacher,Literacy & Language Learning,Regional Public University,3.44,24,15,Doctoral Degree,Education,29,75,46198,Bachelor's degree,8185,0,2
362,Basia,Bunce,bbuncea1@ameblo.jp,Female,12,38,California,Career Switcher (Non-Education Background),STEM Education,International Institution,3.1,12,0,Bachelor's Degree,STEM,71,66,27450,Some college,5290,0,0
363,Stacy,Dell'Abbate,sdellabbatea2@drupal.org,Female,0,22,Indiana,K-12 Classroom Teacher,Edtech & Digital Learning,Liberal Arts College,3.22,0,0,Bachelor's Degree,Education,78,46,49469,Master's degree,14135,1,0
364,Buck,Roskelly,broskellya3@sakura.ne.jp,Male,3,28,Indiana,Education Nonprofit Staff,Arts & Music Education,Liberal Arts College,3.82,3,1,Bachelor's Degree,Education,74,93,69823,Some college,21255,0,0
365,Tommy,Mawer,tmawera4@bloglovin.com,Female,15,38,Florida,After-school / Enrichment Educator,Edtech & Digital Learning,Regional Public University,3.32,15,4,Doctoral Degree,Business,47,61,28095,High school or below,4296,0,1
366,Ulberto,Stripp,ustrippa5@myspace.com,Male,1,24,Virginia,Career Switcher (Non-Education Background),Edtech & Digital Learning,Liberal Arts College,4.0,1,1,Bachelor's Degree,Social Sciences,42,51,17220,Bachelor's degree,5646,0,0
367,Mimi,Greening,mgreeninga6@oaic.gov.au,Male,0,22,Michigan,K-12 Classroom Teacher,Literacy & Language Learning,Regional Public University,3.45,0,0,Bachelor's Degree,Social Sciences,58,70,53308,Bachelor's degree,6736,0,0
368,Carmelle,Heinecke,cheineckea7@sphinn.com,Female,18,41,Texas,K-12 Classroom Teacher,Social-Emotional Learning (SEL),Regional Public University,3.39,18,11,Bachelor's Degree,Social Sciences,67,62,70152,High school or below,16362,0,1
369,Calhoun,McCanny,cmccannya8@privacy.gov.au,Male,4,26,California,Preservice Teacher / Education Student,Edtech & Digital Learning,Private University (Nonselective),3.07,4,1,Bachelor's Degree,Education,52,41,39453,Master's degree,6962,1,0
370,Waylen,Linkleter,wlinkletera9@goodreads.com,Female,4,26,Virginia,Preservice Teacher / Education Student,Assessment & Data-Informed Instruction,Regional Public University,3.39,4,1,Bachelor's Degree,Education,55,54,26826,Some college,5833,0,0
371,Aldon,Arnaldy,aarnaldyaa@globo.com,Nonbinary,6,28,California,Instructional Coach,Leadership & School Improvement,R2 Research University,3.36,6,5,Bachelor's Degree,STEM,67,69,75116,Master's degree,21668,0,0
372,Ulric,Pawels,upawelsab@miitbeian.gov.cn,Female,6,36,Pennsylvania,Career Switcher (Non-Education Background),AI in Education,Community College / 2-Year College,3.12,6,1,Master's Degree,Social Sciences,31,45,27297,Bachelor's degree,6032,0,0
373,Robenia,Varren,rvarrenac@flavors.me,Female,21,46,Georgia,K-12 Classroom Teacher,STEM Education,Regional Public University,2.83,21,5,Master's Degree,Education,58,21,60392,Master's degree,20917,0,3
374,Letizia,Yanshin,lyanshinad@geocities.com,Female,15,43,Minnesota,Preservice Teacher / Education Student,Social-Emotional Learning (SEL),Regional Public University,3.39,15,0,Master's Degree,STEM,72,63,28003,High school or below,8685,1,1
375,Luce,Matfield,lmatfieldae@cloudflare.com,Male,4,27,Massachusetts,After-school / Enrichment Educator,Leadership & School Improvement,Regional Public University,3.45,4,2,Bachelor's Degree,Education,41,65,41981,High school or below,6221,0,1
376,Eli,Rainford,erainfordaf@cnn.com,Female,34,56,Georgia,K-12 Classroom Teacher,AI in Education,Community College / 2-Year College,2.61,34,6,Other / International Equivalency,Health / Nursing,76,0,55825,Master's degree,12177,0,3
377,Joly,Easeman,jeasemanag@topsy.com,Female,7,26,Indiana,Higher Education Instructor,Social-Emotional Learning (SEL),R2 Research University,3.39,7,7,Master's Degree,Education,70,72,90719,Master's degree,18301,0,1
378,Abeu,Kleinber,akleinberah@spotify.com,Female,5,31,California,K-12 Classroom Teacher,STEM Education,Regional Public University,3.2,5,2,Bachelor's Degree,Education,52,59,65228,Some college,21406,0,2
379,Merilyn,Oriel,morielai@hp.com,Female,2,23,California,Preservice Teacher / Education Student,Literacy & Language Learning,Regional Public University,3.9,2,1,Bachelor's Degree,Education,78,72,29962,High school or below,4281,0,0
380,Vanna,Tolman,vtolmanaj@webs.com,Female,1,26,Maryland,Higher Education Instructor,Arts & Music Education,Private University (Nonselective),3.48,1,1,Associate Degree,Social Sciences,78,74,90353,Bachelor's degree,14272,0,0
381,Kelli,Allcock,kallcockak@cbsnews.com,Female,24,60,New Jersey,Education Nonprofit Staff,Inclusive & Special Education,R2 Research University,3.33,24,3,Bachelor's Degree,Arts & Humanities,55,58,56261,Doctoral degree,13301,0,3
382,Latisha,Grishin,lgrishinal@japanpost.jp,Male,5,27,California,Teaching Assistant / Paraprofessional,AI in Education,Regional Public University,3.4,5,0,Bachelor's Degree,Arts & Humanities,43,74,29238,Master's degree,9241,0,1
383,Nerissa,Whistlecraft,nwhistlecraftam@webnode.com,Female,1,30,Virginia,Preservice Teacher / Education Student,STEM Education,Regional Public University,3.64,1,1,Bachelor's Degree,Education,68,84,24356,Some college,6878,0,0
384,Andee,Jardein,ajardeinan@hostgator.com,Male,13,55,Connecticut,K-12 Classroom Teacher,Edtech & Digital Learning,Regional Public University,3.4,13,11,Bachelor's Degree,Education,72,60,86097,Bachelor's degree,23767,0,2
385,Udell,Reidie,ureidieao@mashable.com,Female,9,35,Illinois,College Student (Non-Education Major),Leadership & School Improvement,Regional Public University,3.64,9,0,Bachelor's Degree,Arts & Humanities,66,92,24250,Bachelor's degree,5645,0,0
386,Stepha,Guidone,sguidoneap@eventbrite.com,Female,5,34,Ohio,K-12 Classroom Teacher,STEM Education,Regional Public University,3.23,5,2,Associate Degree,STEM,46,72,61757,Doctoral degree,7201,0,2
387,Mickie,Donnachie,mdonnachieaq@webeden.co.uk,Male,5,30,Colorado,College Student (Non-Education Major),Social-Emotional Learning (SEL),Regional Public University,3.36,5,1,Master's Degree,STEM,42,78,27597,High school or below,8949,0,1
388,Shawna,Sweet,ssweetar@webs.com,Male,2,22,Texas,K-12 Classroom Teacher,AI in Education,R2 Research University,3.97,2,2,Bachelor's Degree,Business,58,99,72036,Bachelor's degree,21897,0,0
389,Rycca,Ibbott,ribbottas@auda.org.au,Female,11,53,California,K-12 Classroom Teacher,AI in Education,R1 Research University,3.08,11,8,Bachelor's Degree,Education,82,40,61366,High school or below,10626,0,2
390,Hadrian,MacLachlan,hmaclachlanat@rediff.com,Female,7,26,Virginia,Teaching Assistant / Paraprofessional,Assessment & Data-Informed Instruction,R2 Research University,3.26,7,2,Bachelor's Degree,Business,73,59,36902,Doctoral degree,5710,0,1
391,Cynthie,Jullian,cjullianau@jugem.jp,Female,3,28,California,K-12 Classroom Teacher,Assessment & Data-Informed Instruction,Regional Public University,3.45,3,1,Doctoral Degree,Education,44,65,50817,Master's degree,16097,1,0
392,Sayers,Braisted,sbraistedav@behance.net,Female,0,24,California,Preservice Teacher / Education Student,Leadership & School Improvement,R1 Research University,3.28,0,0,Bachelor's Degree,Education,65,68,12962,Master's degree,3026,1,0
393,Martynne,Izaks,mizaksaw@google.de,Male,2,28,Georgia,College Student (Non-Education Major),Arts & Music Education,Private University (Nonselective),3.36,2,1,Master's Degree,Other,66,73,16237,High school or below,3175,0,0
394,Phillipp,MacHostie,pmachostieax@over-blog.com,Female,7,31,Connecticut,Preservice Teacher / Education Student,STEM Education,International Institution,3.6,7,0,Bachelor's Degree,Education,74,84,15506,High school or below,5349,0,1
395,Bridgette,Tupling,btuplingay@time.com,Female,10,35,Pennsylvania,Teaching Assistant / Paraprofessional,Literacy & Language Learning,Regional Public University,3.15,10,3,Doctoral Degree,STEM,38,53,36730,Master's degree,12582,0,0
396,Andreana,Cowwell,acowwellaz@mysql.com,Female,2,23,California,Teaching Assistant / Paraprofessional,STEM Education,R2 Research University,3.19,2,2,Bachelor's Degree,Business,79,48,39043,Bachelor's degree,10244,0,0
397,Cathy,O'Grady,cogradyb0@wikia.com,Female,5,26,Oklahoma,Instructional Coach,Edtech & Digital Learning,Community College / 2-Year College,2.49,5,5,Bachelor's Degree,Arts & Humanities,76,71,70283,High school or below,17564,0,1
398,Grissel,Tooting,gtootingb1@scribd.com,Female,7,32,New York,K-12 Classroom Teacher,Edtech & Digital Learning,Regional Public University,2.65,7,7,Bachelor's Degree,Education,44,25,82258,Master's degree,26186,0,2
399,Carmel,Simeoni,csimeonib2@tuttocitta.it,Female,3,28,Florida,K-12 Classroom Teacher,Arts & Music Education,Regional Public University,3.4,3,1,Bachelor's Degree,STEM,66,71,65195,Some college,12344,0,1
400,Lib,Veevers,lveeversb3@telegraph.co.uk,Female,1,30,Florida,Instructional Coach,Social-Emotional Learning (SEL),Regional Public University,3.79,1,1,Bachelor's Degree,Social Sciences,63,84,60626,Master's degree,17415,0,1
401,Vi,Pipkin,vpipkinb4@cnn.com,Nonbinary,3,27,Minnesota,Career Switcher (Non-Education Background),AI in Education,Community College / 2-Year College,3.12,3,1,Master's Degree,Business,42,44,20781,Doctoral degree,4958,0,0
402,Corrie,Syrett,csyrettb5@joomla.org,Nonbinary,7,35,Florida,K-12 Classroom Teacher,Edtech & Digital Learning,Liberal Arts College,3.63,7,7,Bachelor's Degree,Education,74,85,43491,Doctoral degree,8143,0,0
403,Rory,Philbin,rphilbinb6@reference.com,Female,7,27,Virginia,Preservice Teacher / Education Student,Edtech & Digital Learning,Regional Public University,3.5,7,0,Bachelor's Degree,Education,54,77,27463,Bachelor's degree,4943,0,1
404,Gherardo,Edridge,gedridgeb7@adobe.com,Male,8,36,North Carolina,K-12 Classroom Teacher,Social-Emotional Learning (SEL),R2 Research University,3.3,8,3,Bachelor's Degree,Arts & Humanities,46,78,74156,Some college,11171,0,1
405,Ray,Damato,rdamatob8@apache.org,Female,2,24,Florida,K-12 Classroom Teacher,STEM Education,R2 Research University,3.52,2,2,Associate Degree,Education,69,70,57120,Master's degree,18682,0,0
406,Jeremiah,Bliss,jblissb9@tinypic.com,Female,1,24,Indiana,K-12 Classroom Teacher,Social-Emotional Learning (SEL),R2 Research University,3.59,1,1,Master's Degree,STEM,73,81,51288,Master's degree,17742,1,0
407,Stearne,Haselden,shaseldenba@nationalgeographic.com,Female,22,55,Texas,K-12 Classroom Teacher,Edtech & Digital Learning,Private University (Nonselective),3.2,22,22,Bachelor's Degree,STEM,68,67,58745,Bachelor's degree,16936,0,2
